cs,species,extant,community,class
29,campylopterus_largipennis,1,Assemblage,Birds
29,phaethornis_hispidus,1,Assemblage,Birds
29,penelope_montagnii,1,Assemblage,Birds
29,myiodynastes_luteiventris,1,Assemblage,Birds
29,saltator_grossus,1,Assemblage,Birds
29,sirystes_albocinereus,1,Assemblage,Birds
29,anabacerthia_striaticollis,1,Assemblage,Birds
29,capito_auratus,1,Assemblage,Birds
29,amblycercus_holosericeus,1,Assemblage,Birds
29,knipolegus_poecilurus,1,Assemblage,Birds
29,silvicultrix_frontalis,1,Assemblage,Birds
29,metallura_tyrianthina,1,Assemblage,Birds
29,coeligena_coeligena,1,Assemblage,Birds
29,sphenopsis_melanotis,1,Assemblage,Birds
29,amazona_mercenarius,1,Assemblage,Birds
29,pipreola_arcuata,1,Assemblage,Birds
29,pachyramphus_versicolor,1,Assemblage,Birds
29,pterophanes_cyanopterus,1,Assemblage,Birds
29,buthraupis_montana,1,Assemblage,Birds
29,uropsalis_segmentata,1,Assemblage,Birds
29,conirostrum_albifrons,1,Assemblage,Birds
29,myiarchus_cephalotes,1,Assemblage,Birds
29,megascops_albogularis,1,Assemblage,Birds
29,xiphorhynchus_triangularis,1,Assemblage,Birds
29,thripadectes_holostictus,1,Assemblage,Birds
29,rupicola_peruvianus,1,Assemblage,Birds
29,schistes_geoffroyi,1,Assemblage,Birds
29,cnemarchus_erythropygius,1,Assemblage,Birds
29,leptasthenura_andicola,1,Assemblage,Birds
29,cacicus_chrysonotus,1,Assemblage,Birds
29,heliodoxa_leadbeateri,1,Assemblage,Birds
29,oporornis_agilis,1,Assemblage,Birds
29,psittacara_wagleri,1,Assemblage,Birds
29,colibri_delphinae,1,Assemblage,Birds
29,picumnus_olivaceus,1,Assemblage,Birds
29,ramphastos_ambiguus,1,Assemblage,Birds
29,tangara_gyrola,1,Assemblage,Birds
29,lophotriccus_pileatus,1,Assemblage,Birds
29,formicarius_analis,1,Assemblage,Birds
29,phaethornis_guy,1,Assemblage,Birds
29,premnoplex_brunnescens,1,Assemblage,Birds
29,pionus_menstruus,1,Assemblage,Birds
29,eupsittula_pertinax,1,Assemblage,Birds
29,catharus_minimus,1,Assemblage,Birds
29,mionectes_galbinus,1,Assemblage,Birds
29,tangara_cyanicollis,1,Assemblage,Birds
29,myrmeciza_longipes,1,Assemblage,Birds
29,pharomachrus_auriceps,1,Assemblage,Birds
29,cinclus_leucocephalus,1,Assemblage,Birds
29,mecocerculus_stictopterus,1,Assemblage,Birds
29,margarornis_squamiger,1,Assemblage,Birds
29,ocreatus_underwoodii,1,Assemblage,Birds
29,sporophila_crassirostris,1,Assemblage,Birds
29,myiothlypis_coronata,1,Assemblage,Birds
29,mionectes_striaticollis,1,Assemblage,Birds
29,diglossa_cyanea,1,Assemblage,Birds
29,thlypopsis_superciliaris,1,Assemblage,Birds
29,orochelidon_murina,1,Assemblage,Birds
29,ochthoeca_fumicolor,1,Assemblage,Birds
29,conirostrum_sitticolor,1,Assemblage,Birds
29,tangara_nigroviridis,1,Assemblage,Birds
29,serpophaga_cinerea,1,Assemblage,Birds
29,aglaiocercus_kingii,1,Assemblage,Birds
29,chaetocercus_mulsant,1,Assemblage,Birds
29,chrysomus_icterocephalus,1,Assemblage,Birds
29,sporathraupis_cyanocephala,1,Assemblage,Birds
29,daptrius_ater,1,Assemblage,Birds
29,gallinago_jamesoni,1,Assemblage,Birds
29,pseudotriccus_ruficeps,1,Assemblage,Birds
29,ramphomicron_microrhynchum,1,Assemblage,Birds
29,aburria_aburri,1,Assemblage,Birds
29,campephilus_haematogaster,1,Assemblage,Birds
29,hemitriccus_granadensis,1,Assemblage,Birds
29,veniliornis_passerinus,1,Assemblage,Birds
29,ramphastos_culminatus,1,Assemblage,Birds
29,sicalis_citrina,1,Assemblage,Birds
29,pseudopipra_pipra,1,Assemblage,Birds
29,jacana_jacana,1,Assemblage,Birds
29,piaya_cayana,1,Assemblage,Birds
29,coccyzus_americanus,1,Assemblage,Birds
29,tachyphonus_rufus,1,Assemblage,Birds
29,pygochelidon_cyanoleuca,1,Assemblage,Birds
29,camptostoma_obsoletum,1,Assemblage,Birds
29,elanoides_forficatus,1,Assemblage,Birds
29,myiophobus_fasciatus,1,Assemblage,Birds
29,myiarchus_tyrannulus,1,Assemblage,Birds
29,chaetura_pelagica,1,Assemblage,Birds
29,sporophila_nigricollis,1,Assemblage,Birds
29,myiozetetes_cayanensis,1,Assemblage,Birds
29,netta_erythrophthalma,1,Assemblage,Birds
29,petrochelidon_pyrrhonota,1,Assemblage,Birds
29,ixobrychus_exilis,1,Assemblage,Birds
29,pharomachrus_antisianus,1,Assemblage,Birds
29,glaucis_hirsutus,1,Assemblage,Birds
29,contopus_virens,1,Assemblage,Birds
29,arremon_assimilis,1,Assemblage,Birds
29,turdus_fuscater,1,Assemblage,Birds
29,contopus_sordidulus,1,Assemblage,Birds
29,lesbia_nuna,1,Assemblage,Birds
29,tangara_aurulenta,1,Assemblage,Birds
29,myiophobus_flavicans,1,Assemblage,Birds
29,anisognathus_somptuosus,1,Assemblage,Birds
29,grallaria_squamigera,1,Assemblage,Birds
29,sporophila_angolensis,1,Assemblage,Birds
29,pyroderus_scutatus,1,Assemblage,Birds
29,chlorophonia_cyanea,1,Assemblage,Birds
29,cnemotriccus_fuscatus,1,Assemblage,Birds
29,myiarchus_ferox,1,Assemblage,Birds
29,chamaeza_campanisona,1,Assemblage,Birds
29,conirostrum_speciosum,1,Assemblage,Birds
29,pipile_cumanensis,1,Assemblage,Birds
29,tangara_ruficervix,1,Assemblage,Birds
29,poecilotriccus_ruficeps,1,Assemblage,Birds
29,eriocnemis_vestita,1,Assemblage,Birds
29,muscisaxicola_alpinus,1,Assemblage,Birds
29,diglossa_lafresnayii,1,Assemblage,Birds
29,kleinothraupis_atropileus,1,Assemblage,Birds
29,cinnycerthia_unirufa,1,Assemblage,Birds
29,touit_stictopterus,1,Assemblage,Birds
29,scytalopus_micropterus,1,Assemblage,Birds
29,lophornis_stictolophus,1,Assemblage,Birds
29,atlapetes_schistaceus,1,Assemblage,Birds
29,malacoptila_mystacalis,1,Assemblage,Birds
29,basileuterus_cabanisi,1,Assemblage,Birds
29,thripadectes_flammulatus,1,Assemblage,Birds
29,andigena_nigrirostris,1,Assemblage,Birds
29,anas_andium,1,Assemblage,Birds
29,aulacorhynchus_albivitta,1,Assemblage,Birds
29,chaetocercus_heliodor,1,Assemblage,Birds
29,geothlypis_philadelphia,1,Assemblage,Birds
29,heliangelus_exortis,1,Assemblage,Birds
29,cyclarhis_nigrirostris,1,Assemblage,Birds
29,notharchus_pectoralis,1,Assemblage,Birds
29,heliangelus_clarisse,1,Assemblage,Birds
29,chlorestes_julie,1,Assemblage,Birds
29,conirostrum_rufum,1,Assemblage,Birds
29,thamnophilus_multistriatus,1,Assemblage,Birds
29,hapalopsittaca_amazonina,1,Assemblage,Birds
29,pyrrhura_calliptera,1,Assemblage,Birds
29,polystictus_pectoralis,1,Assemblage,Birds
29,cistothorus_apolinari,1,Assemblage,Birds
29,anas_georgica,1,Assemblage,Birds
29,scytalopus_griseicollis,1,Assemblage,Birds
29,macroagelaius_subalaris,1,Assemblage,Birds
29,myiarchus_apicalis,1,Assemblage,Birds
29,saucerottia_viridigaster,1,Assemblage,Birds
29,melanerpes_rubricapillus,1,Assemblage,Birds
29,vireolanius_eximius,1,Assemblage,Birds
29,odontophorus_strophium,1,Assemblage,Birds
29,rallus_semiplumbeus,1,Assemblage,Birds
29,podiceps_andinus,1,Assemblage,Birds
29,pyrrhura_calliptera,1,Assemblage,Birds
29,hapalopsittaca_amazonina,1,Assemblage,Birds
29,rallus_semiplumbeus,1,Assemblage,Birds
29,pyrrhura_calliptera,1,Assemblage,Birds
29,coeligena_helianthea,1,Assemblage,Birds
29,heliangelus_mavors,1,Assemblage,Birds
29,clytoctantes_alixii,1,Assemblage,Birds
29,oxypogon_guerinii,1,Assemblage,Birds
29,grallaria_alticola,1,Assemblage,Birds
29,scytalopus_griseicollis,1,Assemblage,Birds
29,coeligena_bonapartei,1,Assemblage,Birds
29,synallaxis_subpudica,1,Assemblage,Birds
29,chalcostigma_heteropogon,1,Assemblage,Birds
29,tangara_vitriolina,1,Assemblage,Birds
29,dysithamnus_leucostictus,1,Assemblage,Birds
29,arremonops_conirostris,1,Assemblage,Birds
29,empidonax_virescens,1,Assemblage,Birds
29,campylopterus_falcatus,1,Assemblage,Birds
29,thalurania_colombica,1,Assemblage,Birds
29,laterallus_albigularis,1,Assemblage,Birds
29,zentrygon_linearis,1,Assemblage,Birds
29,picumnus_squamulatus,1,Assemblage,Birds
29,grallaricula_ferrugineipectus,1,Assemblage,Birds
29,synallaxis_cinnamomea,1,Assemblage,Birds
29,atlapetes_semirufus,1,Assemblage,Birds
29,cranioleuca_subcristata,1,Assemblage,Birds
29,quiscalus_lugubris,1,Assemblage,Birds
29,colinus_cristatus,1,Assemblage,Birds
29,sporophila_intermedia,1,Assemblage,Birds
29,coccycua_pumila,1,Assemblage,Birds
29,thamnophilus_amazonicus,1,Assemblage,Birds
29,leptopogon_superciliaris,1,Assemblage,Birds
29,chlorospingus_canigularis,1,Assemblage,Birds
29,amazona_ochrocephala,1,Assemblage,Birds
29,ara_severus,1,Assemblage,Birds
29,basileuterus_tristriatus,1,Assemblage,Birds
29,rhynchocyclus_aequinoctialis,1,Assemblage,Birds
29,grallaria_rufula,1,Assemblage,Birds
29,diglossa_caerulescens,1,Assemblage,Birds
29,chlorornis_riefferii,1,Assemblage,Birds
29,chlorospingus_parvirostris,1,Assemblage,Birds
29,threnetes_leucurus,1,Assemblage,Birds
29,doryfera_ludovicae,1,Assemblage,Birds
29,setophaga_cerulea,1,Assemblage,Birds
29,conopias_cinchoneti,1,Assemblage,Birds
29,bucco_capensis,1,Assemblage,Birds
29,phyllaemulor_bracteatus,1,Assemblage,Birds
29,sphenopsis_frontalis,1,Assemblage,Birds
29,premnornis_guttuliger,1,Assemblage,Birds
29,pogonotriccus_poecilotis,1,Assemblage,Birds
29,accipiter_collaris,1,Assemblage,Birds
29,hirundinea_ferruginea,1,Assemblage,Birds
29,dendrocincla_tyrannina,1,Assemblage,Birds
29,lafresnaya_lafresnayi,1,Assemblage,Birds
29,pogonotriccus_poecilotis,1,Assemblage,Birds
29,lesbia_victoriae,1,Assemblage,Birds
29,chlorospingus_flavigularis,1,Assemblage,Birds
29,aglaeactis_cupripennis,1,Assemblage,Birds
29,drymotoxeres_pucheranii,1,Assemblage,Birds
29,mecocerculus_poecilocercus,1,Assemblage,Birds
29,coeligena_torquata,1,Assemblage,Birds
29,heliodoxa_rubinoides,1,Assemblage,Birds
29,nothocercus_julius,1,Assemblage,Birds
29,anisognathus_lunulatus,1,Assemblage,Birds
29,tangara_parzudakii,1,Assemblage,Birds
29,asthenes_flammulata,1,Assemblage,Birds
29,conopophaga_castaneiceps,1,Assemblage,Birds
29,scytalopus_atratus,1,Assemblage,Birds
29,sericossypha_albocristata,1,Assemblage,Birds
29,sporophila_luctuosa,1,Assemblage,Birds
29,syndactyla_subalaris,1,Assemblage,Birds
29,tangara_guttata,1,Assemblage,Birds
29,cardellina_canadensis,1,Assemblage,Birds
29,momotus_subrufescens,1,Assemblage,Birds
29,ramphocelus_dimidiatus,1,Assemblage,Birds
29,eutoxeres_aquila,1,Assemblage,Birds
29,myornis_senilis,1,Assemblage,Birds
29,mecocerculus_minor,1,Assemblage,Birds
29,asthenes_fuliginosa,1,Assemblage,Birds
29,pipreola_riefferii,1,Assemblage,Birds
29,myiothlypis_nigrocristata,1,Assemblage,Birds
29,eriocnemis_aline,1,Assemblage,Birds
29,piranga_rubriceps,1,Assemblage,Birds
29,lepidothrix_isidorei,1,Assemblage,Birds
29,scytalopus_latrans,1,Assemblage,Birds
29,thamnophilus_tenuepunctatus,1,Assemblage,Birds
29,doryfera_johannae,1,Assemblage,Birds
29,phaethornis_augusti,1,Assemblage,Birds
29,turdus_ignobilis,1,Assemblage,Birds
29,leptopogon_rufipectus,1,Assemblage,Birds
29,myiothlypis_luteoviridis,1,Assemblage,Birds
29,cnemoscopus_rubrirostris,1,Assemblage,Birds
29,ochthoeca_cinnamomeiventris,1,Assemblage,Birds
29,cnemathraupis_eximia,1,Assemblage,Birds
29,iridosornis_rufivertex,1,Assemblage,Birds
29,pseudospingus_verticalis,1,Assemblage,Birds
29,lipaugus_fuscocinereus,1,Assemblage,Birds
29,gallinago_nobilis,1,Assemblage,Birds
29,atlapetes_pallidinucha,1,Assemblage,Birds
29,grallaria_hypoleuca,1,Assemblage,Birds
29,uromyias_agilis,1,Assemblage,Birds
29,eubucco_richardsoni,1,Assemblage,Birds
29,nothocercus_bonapartei,1,Assemblage,Birds
29,myiodynastes_hemichrysus,1,Assemblage,Birds
29,eubucco_bourcierii,1,Assemblage,Birds
29,veniliornis_kirkii,1,Assemblage,Birds
29,turdus_obsoletus,1,Assemblage,Birds
29,icterus_chrysater,1,Assemblage,Birds
29,odontophorus_atrifrons,1,Assemblage,Birds
29,penelope_argyrotis,1,Assemblage,Birds
29,cinclodes_albidiventris,1,Assemblage,Birds
29,spinus_spinescens,1,Assemblage,Birds
29,pheugopedius_mystacalis,1,Assemblage,Birds
29,paroaria_nigrogenis,1,Assemblage,Birds
29,tangara_heinei,1,Assemblage,Birds
29,pionus_chalcopterus,1,Assemblage,Birds
29,silvicultrix_diadema,1,Assemblage,Birds
29,aulacorhynchus_haematopygus,1,Assemblage,Birds
29,scytalopus_spillmanni,1,Assemblage,Birds
29,amazilia_franciae,1,Assemblage,Birds
29,grallaria_ruficapilla,1,Assemblage,Birds
29,setophaga_striata,1,Assemblage,Birds
29,vireo_altiloquus,1,Assemblage,Birds
29,schiffornis_stenorhyncha,1,Assemblage,Birds
29,zimmerius_chrysops,1,Assemblage,Birds
29,chalybura_buffonii,1,Assemblage,Birds
29,ortalis_ruficauda,1,Assemblage,Birds
29,gymnomystax_mexicanus,1,Assemblage,Birds
29,sakesphorus_canadensis,1,Assemblage,Birds
29,thamnophilus_nigrocinereus,1,Assemblage,Birds
29,haplophaedia_aureliae,1,Assemblage,Birds
29,tangara_labradorides,1,Assemblage,Birds
29,dubusia_taeniata,1,Assemblage,Birds
29,cinnycerthia_olivascens,1,Assemblage,Birds
29,masius_chrysopterus,1,Assemblage,Birds
29,cyanolyca_armillata,1,Assemblage,Birds
29,acropternis_orthonyx,1,Assemblage,Birds
29,myiothlypis_cinereicollis,1,Assemblage,Birds
29,odontophorus_atrifrons,1,Assemblage,Birds
29,boissonneaua_flavescens,1,Assemblage,Birds
29,chlorochrysa_calliparaea,1,Assemblage,Birds
29,scytalopus_spillmanni,1,Assemblage,Birds
29,myioborus_ornatus,1,Assemblage,Birds
29,chlorostilbon_poortmani,1,Assemblage,Birds
29,grallaricula_cucullata,1,Assemblage,Birds
29,drymophila_caudata,1,Assemblage,Birds
29,eriocnemis_cupreoventris,1,Assemblage,Birds
29,atlapetes_albofrenatus,1,Assemblage,Birds
29,grallaria_kaestneri,1,Assemblage,Birds
29,grallaria_kaestneri,1,Assemblage,Birds
29,amazilia_cyanifrons,1,Assemblage,Birds
29,arremon_atricapillus,1,Assemblage,Birds
29,coeligena_prunellei,1,Assemblage,Birds
29,atlapetes_latinuchus,1,Assemblage,Birds
29,pionus_seniloides,1,Assemblage,Birds
29,tangara_vassorii,1,Assemblage,Birds
29,phaethornis_griseogularis,1,Assemblage,Birds
29,grallaricula_nana,1,Assemblage,Birds
29,myiotheretes_fumigatus,1,Assemblage,Birds
29,colaptes_rivolii,1,Assemblage,Birds
29,hellmayrea_gularis,1,Assemblage,Birds
29,thamnophilus_unicolor,1,Assemblage,Birds
29,glaucidium_jardinii,1,Assemblage,Birds
29,phyllomyias_nigrocapillus,1,Assemblage,Birds
29,pseudotriccus_pelzelni,1,Assemblage,Birds
29,anisognathus_lacrymosus,1,Assemblage,Birds
29,campephilus_pollens,1,Assemblage,Birds
29,diglossa_albilatera,1,Assemblage,Birds
29,diglossa_humeralis,1,Assemblage,Birds
30,numenius_tenuirostris,0,Assemblage,Birds
30,calidris_alba,1,Assemblage,Birds
30,calidris_canutus,1,Assemblage,Birds
30,arenaria_interpres,1,Assemblage,Birds
30,calidris_melanotos,1,Assemblage,Birds
30,pluvialis_squatarola,1,Assemblage,Birds
30,falco_peregrinus,1,Assemblage,Birds
30,calidris_ruficollis,1,Assemblage,Birds
30,limosa_lapponica,1,Assemblage,Birds
30,muscicapa_striata,1,Assemblage,Birds
30,calidris_falcinellus,1,Assemblage,Birds
30,cuculus_canorus,1,Assemblage,Birds
30,alauda_arvensis,1,Assemblage,Birds
30,phalacrocorax_carbo,1,Assemblage,Birds
30,calidris_alpina,1,Assemblage,Birds
30,falco_peregrinus,1,Assemblage,Birds
30,cinclus_pallasii,1,Assemblage,Birds
30,mergus_serrator,1,Assemblage,Birds
30,loxia_curvirostra,1,Assemblage,Birds
30,larus_fuscus,1,Assemblage,Birds
30,motacilla_flava,1,Assemblage,Birds
30,passer_domesticus,1,Assemblage,Birds
30,pica_pica,1,Assemblage,Birds
30,hirundo_rustica,1,Assemblage,Birds
30,parus_major,1,Assemblage,Birds
30,passer_montanus,1,Assemblage,Birds
30,gelochelidon_nilotica,1,Assemblage,Birds
30,himantopus_himantopus,1,Assemblage,Birds
30,himantopus_himantopus,1,Assemblage,Birds
30,tringa_brevipes,1,Assemblage,Birds
30,columba_livia,1,Assemblage,Birds
30,calidris_tenuirostris,1,Assemblage,Birds
30,calidris_ferruginea,1,Assemblage,Birds
30,limosa_limosa,1,Assemblage,Birds
30,aquila_chrysaetos,1,Assemblage,Birds
30,spilopelia_senegalensis,1,Assemblage,Birds
30,apus_pacificus,1,Assemblage,Birds
30,muscicapa_sibirica,1,Assemblage,Birds
30,muscicapa_dauurica,1,Assemblage,Birds
30,fringilla_coelebs,1,Assemblage,Birds
30,aegithalos_caudatus,1,Assemblage,Birds
30,zapornia_pusilla,1,Assemblage,Birds
30,fulica_atra,1,Assemblage,Birds
30,mareca_strepera,1,Assemblage,Birds
30,zoothera_aurea,1,Assemblage,Birds
30,larvivora_sibilans,1,Assemblage,Birds
30,phylloscopus_proregulus,1,Assemblage,Birds
30,turdus_merula,1,Assemblage,Birds
30,petronia_petronia,1,Assemblage,Birds
30,picus_canus,1,Assemblage,Birds
30,anser_fabalis,1,Assemblage,Birds
30,emberiza_calandra,1,Assemblage,Birds
30,pyrrhocorax_pyrrhocorax,1,Assemblage,Birds
30,falco_naumanni,1,Assemblage,Birds
30,sylvia_borin,1,Assemblage,Birds
30,gyps_fulvus,1,Assemblage,Birds
30,corvus_ruficollis,1,Assemblage,Birds
30,streptopelia_turtur,1,Assemblage,Birds
30,phoenicurus_phoenicurus,1,Assemblage,Birds
30,lanius_excubitor,1,Assemblage,Birds
30,phylloscopus_trochilus,1,Assemblage,Birds
30,curruca_communis,1,Assemblage,Birds
30,dendrocopos_major,1,Assemblage,Birds
30,anthus_trivialis,1,Assemblage,Birds
30,columba_livia,1,Assemblage,Birds
30,aythya_nyroca,1,Assemblage,Birds
30,galerida_cristata,1,Assemblage,Birds
30,gallinago_solitaria,1,Assemblage,Birds
30,streptopelia_decaocto,1,Assemblage,Birds
30,saxicola_torquatus,1,Assemblage,Birds
30,glaucidium_passerinum,1,Assemblage,Birds
30,tringa_ochropus,1,Assemblage,Birds
30,falco_tinnunculus,1,Assemblage,Birds
30,lyrurus_tetrix,1,Assemblage,Birds
30,tetrastes_bonasia,1,Assemblage,Birds
30,turdus_merula,1,Assemblage,Birds
30,regulus_regulus,1,Assemblage,Birds
30,emberiza_leucocephalos,1,Assemblage,Birds
30,syrrhaptes_paradoxus,1,Assemblage,Birds
30,syrrhaptes_paradoxus,1,Assemblage,Birds
30,cuculus_optatus,1,Assemblage,Birds
30,ficedula_albicilla,1,Assemblage,Birds
30,alaudala_cheleensis,1,Assemblage,Birds
30,otis_tarda,1,Assemblage,Birds
30,otis_tarda,1,Assemblage,Birds
30,phasianus_colchicus,1,Assemblage,Birds
30,acridotheres_tristis,1,Assemblage,Birds
30,buteo_hemilasius,1,Assemblage,Birds
30,carpodacus_sibiricus,1,Assemblage,Birds
30,buteo_hemilasius,1,Assemblage,Birds
30,carpodacus_sibiricus,1,Assemblage,Birds
30,lanius_excubitor,1,Assemblage,Birds
30,gyps_himalayensis,1,Assemblage,Birds
30,haliaeetus_leucoryphus,1,Assemblage,Birds
30,pelecanus_onocrotalus,1,Assemblage,Birds
30,phylloscopus_trochiloides,1,Assemblage,Birds
30,pelecanus_crispus,1,Assemblage,Birds
30,alauda_arvensis,1,Assemblage,Birds
30,alaudala_heinei,1,Assemblage,Birds
30,streptopelia_orientalis,1,Assemblage,Birds
30,oxyura_leucocephala,1,Assemblage,Birds
30,anas_platyrhynchos,1,Assemblage,Birds
30,sternula_albifrons,1,Assemblage,Birds
30,motacilla_alba,1,Assemblage,Birds
30,corvus_corax,1,Assemblage,Birds
30,lanius_cristatus,1,Assemblage,Birds
30,riparia_riparia,1,Assemblage,Birds
30,asio_otus,1,Assemblage,Birds
30,saxicola_torquatus,1,Assemblage,Birds
30,cuculus_optatus,1,Assemblage,Birds
30,haematopus_ostralegus,1,Assemblage,Birds
30,dendrocopos_leucotos,1,Assemblage,Birds
30,anthus_rubescens,1,Assemblage,Birds
30,milvus_migrans,1,Assemblage,Birds
30,acanthis_flammea,1,Assemblage,Birds
30,spatula_clypeata,1,Assemblage,Birds
30,dryobates_minor,1,Assemblage,Birds
30,dryocopus_martius,1,Assemblage,Birds
30,aegolius_funereus,1,Assemblage,Birds
30,larus_canus,1,Assemblage,Birds
30,sterna_hirundo,1,Assemblage,Birds
30,haliaeetus_albicilla,1,Assemblage,Birds
30,poecile_montanus,1,Assemblage,Birds
30,haliaeetus_albicilla,1,Assemblage,Birds
30,emberiza_pallasi,1,Assemblage,Birds
30,nucifraga_caryocatactes,1,Assemblage,Birds
30,turdus_iliacus,1,Assemblage,Birds
30,strix_uralensis,1,Assemblage,Birds
30,cecropis_daurica,1,Assemblage,Birds
30,buteo_lagopus,1,Assemblage,Birds
30,falco_subbuteo,1,Assemblage,Birds
30,accipiter_gentilis,1,Assemblage,Birds
30,phylloscopus_inornatus,1,Assemblage,Birds
30,calliope_calliope,1,Assemblage,Birds
30,carpodacus_erythrinus,1,Assemblage,Birds
30,periparus_ater,1,Assemblage,Birds
30,sitta_europaea,1,Assemblage,Birds
30,anser_erythropus,1,Assemblage,Birds
30,anthus_hodgsoni,1,Assemblage,Birds
30,actitis_hypoleucos,1,Assemblage,Birds
30,motacilla_cinerea,1,Assemblage,Birds
30,anthus_pratensis,1,Assemblage,Birds
30,falco_tinnunculus,1,Assemblage,Birds
30,hirundapus_caudacutus,1,Assemblage,Birds
30,pernis_ptilorhynchus,1,Assemblage,Birds
30,circus_cyaneus,1,Assemblage,Birds
30,emberiza_schoeniclus,1,Assemblage,Birds
30,lanius_excubitor,1,Assemblage,Birds
30,fringilla_coelebs,1,Assemblage,Birds
30,sturnus_vulgaris,1,Assemblage,Birds
30,perisoreus_infaustus,1,Assemblage,Birds
30,hydrocoloeus_minutus,1,Assemblage,Birds
30,podiceps_nigricollis,1,Assemblage,Birds
30,larus_ridibundus,1,Assemblage,Birds
30,turdus_merula,1,Assemblage,Birds
30,tetrao_urogallus,1,Assemblage,Birds
30,linaria_cannabina,1,Assemblage,Birds
30,carduelis_caniceps,1,Assemblage,Birds
30,saxicola_rubetra,1,Assemblage,Birds
30,geokichla_sibirica,1,Assemblage,Birds
30,spinus_spinus,1,Assemblage,Birds
30,chloris_chloris,1,Assemblage,Birds
30,emberiza_leucocephalos,1,Assemblage,Birds
30,melanitta_fusca,1,Assemblage,Birds
30,spinus_spinus,1,Assemblage,Birds
30,certhia_familiaris,1,Assemblage,Birds
30,pyrrhula_pyrrhula,1,Assemblage,Birds
30,mareca_falcata,1,Assemblage,Birds
30,locustella_lanceolata,1,Assemblage,Birds
30,aythya_fuligula,1,Assemblage,Birds
30,tarsiger_cyanurus,1,Assemblage,Birds
30,grus_grus,1,Assemblage,Birds
30,chlidonias_niger,1,Assemblage,Birds
30,tetrax_tetrax,1,Assemblage,Birds
30,falco_columbarius,1,Assemblage,Birds
30,phylloscopus_borealis,1,Assemblage,Birds
30,larus_smithsonianus,1,Assemblage,Birds
30,clangula_hyemalis,1,Assemblage,Birds
30,anas_acuta,1,Assemblage,Birds
30,asio_flammeus,1,Assemblage,Birds
30,anas_crecca,1,Assemblage,Birds
30,gavia_arctica,1,Assemblage,Birds
30,calidris_subminuta,1,Assemblage,Birds
30,prunella_montanella,1,Assemblage,Birds
30,mareca_penelope,1,Assemblage,Birds
30,corvus_corone,1,Assemblage,Birds
30,poecile_cinctus,1,Assemblage,Birds
30,calidris_pugnax,1,Assemblage,Birds
30,larus_fuscus,1,Assemblage,Birds
30,buteo_lagopus,1,Assemblage,Birds
30,phylloscopus_tristis,1,Assemblage,Birds
30,turdus_iliacus,1,Assemblage,Birds
30,numenius_phaeopus,1,Assemblage,Birds
30,xenus_cinereus,1,Assemblage,Birds
30,mergellus_albellus,1,Assemblage,Birds
30,emberiza_rustica,1,Assemblage,Birds
30,tringa_nebularia,1,Assemblage,Birds
30,bombycilla_garrulus,1,Assemblage,Birds
30,tadorna_tadorna,1,Assemblage,Birds
30,chloris_chloris,1,Assemblage,Birds
30,linaria_cannabina,1,Assemblage,Birds
30,anthus_pratensis,1,Assemblage,Birds
30,calandrella_brachydactyla,1,Assemblage,Birds
30,delichon_lagopodum,1,Assemblage,Birds
30,acanthis_flammea,1,Assemblage,Birds
30,fringilla_montifringilla,1,Assemblage,Birds
30,anser_fabalis,1,Assemblage,Birds
30,emberiza_pallasi,1,Assemblage,Birds
30,melanitta_stejnegeri,1,Assemblage,Birds
30,ficedula_albicilla,1,Assemblage,Birds
30,gallinago_stenura,1,Assemblage,Birds
30,lagopus_lagopus,1,Assemblage,Birds
30,tringa_glareola,1,Assemblage,Birds
30,lanius_borealis,1,Assemblage,Birds
30,tetrax_tetrax,1,Assemblage,Birds
30,columba_palumbus,1,Assemblage,Birds
30,gallinago_media,1,Assemblage,Birds
30,phylloscopus_trochiloides,1,Assemblage,Birds
30,clanga_clanga,1,Assemblage,Birds
30,acrocephalus_agricola,1,Assemblage,Birds
30,riparia_diluta,1,Assemblage,Birds
30,gallinago_gallinago,1,Assemblage,Birds
30,emberiza_aureola,1,Assemblage,Birds
30,eudromias_morinellus,1,Assemblage,Birds
30,picoides_tridactylus,1,Assemblage,Birds
30,podiceps_grisegena,1,Assemblage,Birds
30,loxia_leucoptera,1,Assemblage,Birds
30,lanius_borealis,1,Assemblage,Birds
30,cygnus_cygnus,1,Assemblage,Birds
30,mergus_serrator,1,Assemblage,Birds
30,surnia_ulula,1,Assemblage,Birds
30,podiceps_auritus,1,Assemblage,Birds
30,falco_rusticolus,1,Assemblage,Birds
30,strix_nebulosa,1,Assemblage,Birds
30,bubo_scandiacus,1,Assemblage,Birds
30,phylloscopus_trochilus,1,Assemblage,Birds
30,bucephala_clangula,1,Assemblage,Birds
30,haliaeetus_albicilla,1,Assemblage,Birds
30,emberiza_pusilla,1,Assemblage,Birds
30,phylloscopus_inornatus,1,Assemblage,Birds
30,pinicola_enucleator,1,Assemblage,Birds
30,limosa_limosa,1,Assemblage,Birds
30,delichon_urbicum,1,Assemblage,Birds
30,cinclus_cinclus,1,Assemblage,Birds
30,muscicapa_striata,1,Assemblage,Birds
30,circus_cyaneus,1,Assemblage,Birds
30,phylloscopus_sibilatrix,1,Assemblage,Birds
30,luscinia_megarhynchos,1,Assemblage,Birds
30,phoenicurus_phoenicurus,1,Assemblage,Birds
30,ardea_purpurea,1,Assemblage,Birds
