dataset_id,dataset_title,authordisplay,citation,taxogroup,url,doi,doi_mol
98f229de-6131-41ef-aff1-7a52212b5a15,IUCN Amphibian Range Maps 2022,IUCN (2022),IUCN (2022). International Union for Conservation of Nature - Red List of Threatened Species. https://www.iucnredlist.org. Accessed on August 2022.,Amphibians,http://www.iucnredlist.org,,
