"","Longitude(x)","Latitude(y)","cropland_2arcmin_mean","built_mean","wc2.1_2.5m_elev_mean","Tree_loss_mean","trees_mean","wildareas-v3-2009-human-footprint_mean","maximum_temperature_mean_mean","Built_mean","Cropland_mean","Forestlandcover_mean","layer_mean","extinct_species_group","binomial_name","Presence","habitat_breadth","diet_breadth","body_mass_g","body_size_mm","trophic_level","global_range_size_km2","extinct"
"452",-97.0595638729999,18.9786470350001,0.135872930288315,0.0266804303973913,1551.19287109375,0.0303865075111389,0.518940508365631,11.2596044540405,6.73342275619507,0.00931664742529392,0.191405400633812,0.219386115670204,1,"Craugastor omoaensis","Leptodactylus_melanonotus",1,"generalist","",NA,58,"",NA,0
"453",-97.0595638729999,18.9786470350001,0.135872930288315,0.0266804303973913,1551.19287109375,0.0303865075111389,0.518940508365631,11.2596044540405,6.73342275619507,0.00931664742529392,0.191405400633812,0.219386115670204,1,"Craugastor omoaensis","Lithobates_brownorum",1,"generalist","specialist",NA,NA,"",NA,0
"454",-97.0595638729999,18.9786470350001,0.135872930288315,0.0266804303973913,1551.19287109375,0.0303865075111389,0.518940508365631,11.2596044540405,6.73342275619507,0.00931664742529392,0.191405400633812,0.219386115670204,1,"Craugastor omoaensis","Rhinella_horribilis",1,"generalist","specialist",106.25,241,"",NA,0
"455",-97.0595638729999,18.9786470350001,0.135872930288315,0.0266804303973913,1551.19287109375,0.0303865075111389,0.518940508365631,11.2596044540405,6.73342275619507,0.00931664742529392,0.191405400633812,0.219386115670204,1,"Craugastor omoaensis","Rhinophrynus_dorsalis",1,"specialist","specialist",90,89,"carnivore",NA,0
"456",-97.0595638729999,18.9786470350001,0.135872930288315,0.0266804303973913,1551.19287109375,0.0303865075111389,0.518940508365631,11.2596044540405,6.73342275619507,0.00931664742529392,0.191405400633812,0.219386115670204,1,"Craugastor omoaensis","Scinax_staufferi",1,"generalist","",29,32,"",NA,0
"457",-97.0595638729999,18.9786470350001,0.135872930288315,0.0266804303973913,1551.19287109375,0.0303865075111389,0.518940508365631,11.2596044540405,6.73342275619507,0.00931664742529392,0.191405400633812,0.219386115670204,1,"Craugastor omoaensis","Smilisca_baudinii",1,"generalist","",NA,90,"",NA,0
"458",-97.0595638729999,18.9786470350001,0.135872930288315,0.0266804303973913,1551.19287109375,0.0303865075111389,0.518940508365631,11.2596044540405,6.73342275619507,0.00931664742529392,0.191405400633812,0.219386115670204,1,"Craugastor omoaensis","Trachycephalus_vermiculatus",1,"generalist","specialist",56.9,105,"",NA,0
"459",-96.0595638729999,18.9786470350001,0.0912333652377129,0.0159783940762281,73.8134689331055,0.0252851638942957,0.16508261859417,6.90934419631958,-3526.52709960938,0.0101777808740735,0.130767703056335,0.00398943712934852,1,"Craugastor omoaensis","Agalychnis_callidryas",1,"generalist","",12,77.2,"",NA,0
"460",-96.0595638729999,18.9786470350001,0.0912333652377129,0.0159783940762281,73.8134689331055,0.0252851638942957,0.16508261859417,6.90934419631958,-3526.52709960938,0.0101777808740735,0.130767703056335,0.00398943712934852,1,"Craugastor omoaensis","Dendropsophus_microcephalus",1,"generalist","",28,32,"",NA,0
"461",-96.0595638729999,18.9786470350001,0.0912333652377129,0.0159783940762281,73.8134689331055,0.0252851638942957,0.16508261859417,6.90934419631958,-3526.52709960938,0.0101777808740735,0.130767703056335,0.00398943712934852,1,"Craugastor omoaensis","Engystomops_pustulosus",1,"generalist","",NA,48.2,"",NA,0
"462",-96.0595638729999,18.9786470350001,0.0912333652377129,0.0159783940762281,73.8134689331055,0.0252851638942957,0.16508261859417,6.90934419631958,-3526.52709960938,0.0101777808740735,0.130767703056335,0.00398943712934852,1,"Craugastor omoaensis","Hyalinobatrachium_viridissimum",1,"specialist","",NA,NA,"",NA,0
"463",-96.0595638729999,18.9786470350001,0.0912333652377129,0.0159783940762281,73.8134689331055,0.0252851638942957,0.16508261859417,6.90934419631958,-3526.52709960938,0.0101777808740735,0.130767703056335,0.00398943712934852,1,"Craugastor omoaensis","Hypopachus_variolosus",1,"generalist","specialist",NA,53,"carnivore",NA,0
"464",-96.0595638729999,18.9786470350001,0.0912333652377129,0.0159783940762281,73.8134689331055,0.0252851638942957,0.16508261859417,6.90934419631958,-3526.52709960938,0.0101777808740735,0.130767703056335,0.00398943712934852,1,"Craugastor omoaensis","Incilius_valliceps",1,"specialist","",60,125,"",NA,0
"465",-96.0595638729999,18.9786470350001,0.0912333652377129,0.0159783940762281,73.8134689331055,0.0252851638942957,0.16508261859417,6.90934419631958,-3526.52709960938,0.0101777808740735,0.130767703056335,0.00398943712934852,1,"Craugastor omoaensis","Leptodactylus_fragilis",1,"generalist","",NA,43,"",NA,0
"466",-96.0595638729999,18.9786470350001,0.0912333652377129,0.0159783940762281,73.8134689331055,0.0252851638942957,0.16508261859417,6.90934419631958,-3526.52709960938,0.0101777808740735,0.130767703056335,0.00398943712934852,1,"Craugastor omoaensis","Leptodactylus_melanonotus",1,"generalist","",NA,58,"",NA,0
"467",-96.0595638729999,18.9786470350001,0.0912333652377129,0.0159783940762281,73.8134689331055,0.0252851638942957,0.16508261859417,6.90934419631958,-3526.52709960938,0.0101777808740735,0.130767703056335,0.00398943712934852,1,"Craugastor omoaensis","Lithobates_brownorum",1,"generalist","specialist",NA,NA,"",NA,0
"468",-96.0595638729999,18.9786470350001,0.0912333652377129,0.0159783940762281,73.8134689331055,0.0252851638942957,0.16508261859417,6.90934419631958,-3526.52709960938,0.0101777808740735,0.130767703056335,0.00398943712934852,1,"Craugastor omoaensis","Lithobates_vaillanti",1,NA,NA,NA,NA,NA,NA,NA
"469",-96.0595638729999,18.9786470350001,0.0912333652377129,0.0159783940762281,73.8134689331055,0.0252851638942957,0.16508261859417,6.90934419631958,-3526.52709960938,0.0101777808740735,0.130767703056335,0.00398943712934852,1,"Craugastor omoaensis","Rhinella_horribilis",1,"generalist","specialist",106.25,241,"",NA,0
"470",-96.0595638729999,18.9786470350001,0.0912333652377129,0.0159783940762281,73.8134689331055,0.0252851638942957,0.16508261859417,6.90934419631958,-3526.52709960938,0.0101777808740735,0.130767703056335,0.00398943712934852,1,"Craugastor omoaensis","Rhinophrynus_dorsalis",1,"specialist","specialist",90,89,"carnivore",NA,0
"471",-96.0595638729999,18.9786470350001,0.0912333652377129,0.0159783940762281,73.8134689331055,0.0252851638942957,0.16508261859417,6.90934419631958,-3526.52709960938,0.0101777808740735,0.130767703056335,0.00398943712934852,1,"Craugastor omoaensis","Scinax_staufferi",1,"generalist","",29,32,"",NA,0
"472",-96.0595638729999,18.9786470350001,0.0912333652377129,0.0159783940762281,73.8134689331055,0.0252851638942957,0.16508261859417,6.90934419631958,-3526.52709960938,0.0101777808740735,0.130767703056335,0.00398943712934852,1,"Craugastor omoaensis","Smilisca_baudinii",1,"generalist","",NA,90,"",NA,0
"473",-96.0595638729999,18.9786470350001,0.0912333652377129,0.0159783940762281,73.8134689331055,0.0252851638942957,0.16508261859417,6.90934419631958,-3526.52709960938,0.0101777808740735,0.130767703056335,0.00398943712934852,1,"Craugastor omoaensis","Trachycephalus_vermiculatus",1,"generalist","specialist",56.9,105,"",NA,0
"474",-95.0595638729999,18.9786470350001,0.0174413789063692,0.00207023741677403,226.371444702148,0.00413287710398436,0.117528654634953,1.47379910945892,-8232.9052734375,0.000182642164872959,0.00566248036921024,0.0133632309734821,1,"Craugastor omoaensis","Agalychnis_callidryas",1,"generalist","",12,77.2,"",NA,0
"475",-95.0595638729999,18.9786470350001,0.0174413789063692,0.00207023741677403,226.371444702148,0.00413287710398436,0.117528654634953,1.47379910945892,-8232.9052734375,0.000182642164872959,0.00566248036921024,0.0133632309734821,1,"Craugastor omoaensis","Dendropsophus_microcephalus",1,"generalist","",28,32,"",NA,0
"476",-95.0595638729999,18.9786470350001,0.0174413789063692,0.00207023741677403,226.371444702148,0.00413287710398436,0.117528654634953,1.47379910945892,-8232.9052734375,0.000182642164872959,0.00566248036921024,0.0133632309734821,1,"Craugastor omoaensis","Engystomops_pustulosus",1,"generalist","",NA,48.2,"",NA,0
"477",-95.0595638729999,18.9786470350001,0.0174413789063692,0.00207023741677403,226.371444702148,0.00413287710398436,0.117528654634953,1.47379910945892,-8232.9052734375,0.000182642164872959,0.00566248036921024,0.0133632309734821,1,"Craugastor omoaensis","Hypopachus_variolosus",1,"generalist","specialist",NA,53,"carnivore",NA,0
"478",-95.0595638729999,18.9786470350001,0.0174413789063692,0.00207023741677403,226.371444702148,0.00413287710398436,0.117528654634953,1.47379910945892,-8232.9052734375,0.000182642164872959,0.00566248036921024,0.0133632309734821,1,"Craugastor omoaensis","Incilius_valliceps",1,"specialist","",60,125,"",NA,0
"479",-95.0595638729999,18.9786470350001,0.0174413789063692,0.00207023741677403,226.371444702148,0.00413287710398436,0.117528654634953,1.47379910945892,-8232.9052734375,0.000182642164872959,0.00566248036921024,0.0133632309734821,1,"Craugastor omoaensis","Leptodactylus_fragilis",1,"generalist","",NA,43,"",NA,0
"480",-95.0595638729999,18.9786470350001,0.0174413789063692,0.00207023741677403,226.371444702148,0.00413287710398436,0.117528654634953,1.47379910945892,-8232.9052734375,0.000182642164872959,0.00566248036921024,0.0133632309734821,1,"Craugastor omoaensis","Leptodactylus_melanonotus",1,"generalist","",NA,58,"",NA,0
"481",-95.0595638729999,18.9786470350001,0.0174413789063692,0.00207023741677403,226.371444702148,0.00413287710398436,0.117528654634953,1.47379910945892,-8232.9052734375,0.000182642164872959,0.00566248036921024,0.0133632309734821,1,"Craugastor omoaensis","Lithobates_brownorum",1,"generalist","specialist",NA,NA,"",NA,0
"482",-95.0595638729999,18.9786470350001,0.0174413789063692,0.00207023741677403,226.371444702148,0.00413287710398436,0.117528654634953,1.47379910945892,-8232.9052734375,0.000182642164872959,0.00566248036921024,0.0133632309734821,1,"Craugastor omoaensis","Lithobates_vaillanti",1,NA,NA,NA,NA,NA,NA,NA
"483",-95.0595638729999,18.9786470350001,0.0174413789063692,0.00207023741677403,226.371444702148,0.00413287710398436,0.117528654634953,1.47379910945892,-8232.9052734375,0.000182642164872959,0.00566248036921024,0.0133632309734821,1,"Craugastor omoaensis","Rhinella_horribilis",1,"generalist","specialist",106.25,241,"",NA,0
"484",-95.0595638729999,18.9786470350001,0.0174413789063692,0.00207023741677403,226.371444702148,0.00413287710398436,0.117528654634953,1.47379910945892,-8232.9052734375,0.000182642164872959,0.00566248036921024,0.0133632309734821,1,"Craugastor omoaensis","Rhinophrynus_dorsalis",1,"specialist","specialist",90,89,"carnivore",NA,0
"485",-95.0595638729999,18.9786470350001,0.0174413789063692,0.00207023741677403,226.371444702148,0.00413287710398436,0.117528654634953,1.47379910945892,-8232.9052734375,0.000182642164872959,0.00566248036921024,0.0133632309734821,1,"Craugastor omoaensis","Scinax_staufferi",1,"generalist","",29,32,"",NA,0
"486",-95.0595638729999,18.9786470350001,0.0174413789063692,0.00207023741677403,226.371444702148,0.00413287710398436,0.117528654634953,1.47379910945892,-8232.9052734375,0.000182642164872959,0.00566248036921024,0.0133632309734821,1,"Craugastor omoaensis","Smilisca_baudinii",1,"generalist","",NA,90,"",NA,0
"487",-95.0595638729999,18.9786470350001,0.0174413789063692,0.00207023741677403,226.371444702148,0.00413287710398436,0.117528654634953,1.47379910945892,-8232.9052734375,0.000182642164872959,0.00566248036921024,0.0133632309734821,1,"Craugastor omoaensis","Tlalocohyla_loquax",1,"generalist","",NA,77,"",NA,0
"488",-95.0595638729999,18.9786470350001,0.0174413789063692,0.00207023741677403,226.371444702148,0.00413287710398436,0.117528654634953,1.47379910945892,-8232.9052734375,0.000182642164872959,0.00566248036921024,0.0133632309734821,1,"Craugastor omoaensis","Trachycephalus_vermiculatus",1,"generalist","specialist",56.9,105,"",NA,0
"489",-93.0595638729999,18.9786470350001,1.04310738606728e-05,0.000897354679182172,2.30434775352478,0.0023520567920059,0.0100852893665433,0.374357551336288,-9550.8740234375,0,0,0,1,"Craugastor omoaensis","Agalychnis_callidryas",1,"generalist","",12,77.2,"",NA,0
"490",-93.0595638729999,18.9786470350001,1.04310738606728e-05,0.000897354679182172,2.30434775352478,0.0023520567920059,0.0100852893665433,0.374357551336288,-9550.8740234375,0,0,0,1,"Craugastor omoaensis","Dendropsophus_microcephalus",1,"generalist","",28,32,"",NA,0
"491",-93.0595638729999,18.9786470350001,1.04310738606728e-05,0.000897354679182172,2.30434775352478,0.0023520567920059,0.0100852893665433,0.374357551336288,-9550.8740234375,0,0,0,1,"Craugastor omoaensis","Engystomops_pustulosus",1,"generalist","",NA,48.2,"",NA,0
"492",-93.0595638729999,18.9786470350001,1.04310738606728e-05,0.000897354679182172,2.30434775352478,0.0023520567920059,0.0100852893665433,0.374357551336288,-9550.8740234375,0,0,0,1,"Craugastor omoaensis","Hypopachus_variolosus",1,"generalist","specialist",NA,53,"carnivore",NA,0
"493",-93.0595638729999,18.9786470350001,1.04310738606728e-05,0.000897354679182172,2.30434775352478,0.0023520567920059,0.0100852893665433,0.374357551336288,-9550.8740234375,0,0,0,1,"Craugastor omoaensis","Incilius_valliceps",1,"specialist","",60,125,"",NA,0
"494",-93.0595638729999,18.9786470350001,1.04310738606728e-05,0.000897354679182172,2.30434775352478,0.0023520567920059,0.0100852893665433,0.374357551336288,-9550.8740234375,0,0,0,1,"Craugastor omoaensis","Leptodactylus_fragilis",1,"generalist","",NA,43,"",NA,0
"495",-93.0595638729999,18.9786470350001,1.04310738606728e-05,0.000897354679182172,2.30434775352478,0.0023520567920059,0.0100852893665433,0.374357551336288,-9550.8740234375,0,0,0,1,"Craugastor omoaensis","Leptodactylus_melanonotus",1,"generalist","",NA,58,"",NA,0
"496",-93.0595638729999,18.9786470350001,1.04310738606728e-05,0.000897354679182172,2.30434775352478,0.0023520567920059,0.0100852893665433,0.374357551336288,-9550.8740234375,0,0,0,1,"Craugastor omoaensis","Lithobates_brownorum",1,"generalist","specialist",NA,NA,"",NA,0
"497",-93.0595638729999,18.9786470350001,1.04310738606728e-05,0.000897354679182172,2.30434775352478,0.0023520567920059,0.0100852893665433,0.374357551336288,-9550.8740234375,0,0,0,1,"Craugastor omoaensis","Lithobates_vaillanti",1,NA,NA,NA,NA,NA,NA,NA
"498",-93.0595638729999,18.9786470350001,1.04310738606728e-05,0.000897354679182172,2.30434775352478,0.0023520567920059,0.0100852893665433,0.374357551336288,-9550.8740234375,0,0,0,1,"Craugastor omoaensis","Rhinella_horribilis",1,"generalist","specialist",106.25,241,"",NA,0
"499",-93.0595638729999,18.9786470350001,1.04310738606728e-05,0.000897354679182172,2.30434775352478,0.0023520567920059,0.0100852893665433,0.374357551336288,-9550.8740234375,0,0,0,1,"Craugastor omoaensis","Rhinophrynus_dorsalis",1,"specialist","specialist",90,89,"carnivore",NA,0
"500",-93.0595638729999,18.9786470350001,1.04310738606728e-05,0.000897354679182172,2.30434775352478,0.0023520567920059,0.0100852893665433,0.374357551336288,-9550.8740234375,0,0,0,1,"Craugastor omoaensis","Scinax_staufferi",1,"generalist","",29,32,"",NA,0
"501",-93.0595638729999,18.9786470350001,1.04310738606728e-05,0.000897354679182172,2.30434775352478,0.0023520567920059,0.0100852893665433,0.374357551336288,-9550.8740234375,0,0,0,1,"Craugastor omoaensis","Smilisca_baudinii",1,"generalist","",NA,90,"",NA,0
"502",-93.0595638729999,18.9786470350001,1.04310738606728e-05,0.000897354679182172,2.30434775352478,0.0023520567920059,0.0100852893665433,0.374357551336288,-9550.8740234375,0,0,0,1,"Craugastor omoaensis","Tlalocohyla_loquax",1,"generalist","",NA,77,"",NA,0
"503",-93.0595638729999,18.9786470350001,1.04310738606728e-05,0.000897354679182172,2.30434775352478,0.0023520567920059,0.0100852893665433,0.374357551336288,-9550.8740234375,0,0,0,1,"Craugastor omoaensis","Trachycephalus_vermiculatus",1,"generalist","specialist",56.9,105,"",NA,0
"504",-92.0595638729999,18.9786470350001,0.000102503196103498,0.00343422195874155,4.30220127105713,0.00488013727590442,0.0093888770788908,0.968456208705902,-7984.25244140625,0,0,0.0400896929204464,1,"Craugastor omoaensis","Agalychnis_callidryas",1,"generalist","",12,77.2,"",NA,0
"505",-92.0595638729999,18.9786470350001,0.000102503196103498,0.00343422195874155,4.30220127105713,0.00488013727590442,0.0093888770788908,0.968456208705902,-7984.25244140625,0,0,0.0400896929204464,1,"Craugastor omoaensis","Dendropsophus_microcephalus",1,"generalist","",28,32,"",NA,0
"506",-92.0595638729999,18.9786470350001,0.000102503196103498,0.00343422195874155,4.30220127105713,0.00488013727590442,0.0093888770788908,0.968456208705902,-7984.25244140625,0,0,0.0400896929204464,1,"Craugastor omoaensis","Engystomops_pustulosus",1,"generalist","",NA,48.2,"",NA,0
"507",-92.0595638729999,18.9786470350001,0.000102503196103498,0.00343422195874155,4.30220127105713,0.00488013727590442,0.0093888770788908,0.968456208705902,-7984.25244140625,0,0,0.0400896929204464,1,"Craugastor omoaensis","Hypopachus_variolosus",1,"generalist","specialist",NA,53,"carnivore",NA,0
"508",-92.0595638729999,18.9786470350001,0.000102503196103498,0.00343422195874155,4.30220127105713,0.00488013727590442,0.0093888770788908,0.968456208705902,-7984.25244140625,0,0,0.0400896929204464,1,"Craugastor omoaensis","Incilius_valliceps",1,"specialist","",60,125,"",NA,0
"509",-92.0595638729999,18.9786470350001,0.000102503196103498,0.00343422195874155,4.30220127105713,0.00488013727590442,0.0093888770788908,0.968456208705902,-7984.25244140625,0,0,0.0400896929204464,1,"Craugastor omoaensis","Leptodactylus_fragilis",1,"generalist","",NA,43,"",NA,0
"510",-92.0595638729999,18.9786470350001,0.000102503196103498,0.00343422195874155,4.30220127105713,0.00488013727590442,0.0093888770788908,0.968456208705902,-7984.25244140625,0,0,0.0400896929204464,1,"Craugastor omoaensis","Leptodactylus_melanonotus",1,"generalist","",NA,58,"",NA,0
"511",-92.0595638729999,18.9786470350001,0.000102503196103498,0.00343422195874155,4.30220127105713,0.00488013727590442,0.0093888770788908,0.968456208705902,-7984.25244140625,0,0,0.0400896929204464,1,"Craugastor omoaensis","Lithobates_brownorum",1,"generalist","specialist",NA,NA,"",NA,0
"512",-92.0595638729999,18.9786470350001,0.000102503196103498,0.00343422195874155,4.30220127105713,0.00488013727590442,0.0093888770788908,0.968456208705902,-7984.25244140625,0,0,0.0400896929204464,1,"Craugastor omoaensis","Lithobates_vaillanti",1,NA,NA,NA,NA,NA,NA,NA
"513",-92.0595638729999,18.9786470350001,0.000102503196103498,0.00343422195874155,4.30220127105713,0.00488013727590442,0.0093888770788908,0.968456208705902,-7984.25244140625,0,0,0.0400896929204464,1,"Craugastor omoaensis","Rhinella_horribilis",1,"generalist","specialist",106.25,241,"",NA,0
"514",-92.0595638729999,18.9786470350001,0.000102503196103498,0.00343422195874155,4.30220127105713,0.00488013727590442,0.0093888770788908,0.968456208705902,-7984.25244140625,0,0,0.0400896929204464,1,"Craugastor omoaensis","Rhinophrynus_dorsalis",1,"specialist","specialist",90,89,"carnivore",NA,0
"515",-92.0595638729999,18.9786470350001,0.000102503196103498,0.00343422195874155,4.30220127105713,0.00488013727590442,0.0093888770788908,0.968456208705902,-7984.25244140625,0,0,0.0400896929204464,1,"Craugastor omoaensis","Scinax_staufferi",1,"generalist","",29,32,"",NA,0
"516",-92.0595638729999,18.9786470350001,0.000102503196103498,0.00343422195874155,4.30220127105713,0.00488013727590442,0.0093888770788908,0.968456208705902,-7984.25244140625,0,0,0.0400896929204464,1,"Craugastor omoaensis","Smilisca_baudinii",1,"generalist","",NA,90,"",NA,0
"517",-92.0595638729999,18.9786470350001,0.000102503196103498,0.00343422195874155,4.30220127105713,0.00488013727590442,0.0093888770788908,0.968456208705902,-7984.25244140625,0,0,0.0400896929204464,1,"Craugastor omoaensis","Tlalocohyla_loquax",1,"generalist","",NA,77,"",NA,0
"518",-92.0595638729999,18.9786470350001,0.000102503196103498,0.00343422195874155,4.30220127105713,0.00488013727590442,0.0093888770788908,0.968456208705902,-7984.25244140625,0,0,0.0400896929204464,1,"Craugastor omoaensis","Trachycephalus_vermiculatus",1,"generalist","specialist",56.9,105,"",NA,0
"519",-91.0595638729999,18.9786470350001,0.00836923345923424,0.0024306729901582,29.8132610321045,0.140233770012856,0.309946537017822,3.21278738975525,-3779.70361328125,0,0.00184358225669712,0.253896713256836,1,"Craugastor omoaensis","Agalychnis_callidryas",1,"generalist","",12,77.2,"",NA,0
"520",-91.0595638729999,18.9786470350001,0.00836923345923424,0.0024306729901582,29.8132610321045,0.140233770012856,0.309946537017822,3.21278738975525,-3779.70361328125,0,0.00184358225669712,0.253896713256836,1,"Craugastor omoaensis","Dendropsophus_microcephalus",1,"generalist","",28,32,"",NA,0
"521",-91.0595638729999,18.9786470350001,0.00836923345923424,0.0024306729901582,29.8132610321045,0.140233770012856,0.309946537017822,3.21278738975525,-3779.70361328125,0,0.00184358225669712,0.253896713256836,1,"Craugastor omoaensis","Engystomops_pustulosus",1,"generalist","",NA,48.2,"",NA,0
"522",-91.0595638729999,18.9786470350001,0.00836923345923424,0.0024306729901582,29.8132610321045,0.140233770012856,0.309946537017822,3.21278738975525,-3779.70361328125,0,0.00184358225669712,0.253896713256836,1,"Craugastor omoaensis","Hypopachus_variolosus",1,"generalist","specialist",NA,53,"carnivore",NA,0
"523",-91.0595638729999,18.9786470350001,0.00836923345923424,0.0024306729901582,29.8132610321045,0.140233770012856,0.309946537017822,3.21278738975525,-3779.70361328125,0,0.00184358225669712,0.253896713256836,1,"Craugastor omoaensis","Incilius_valliceps",1,"specialist","",60,125,"",NA,0
"524",-91.0595638729999,18.9786470350001,0.00836923345923424,0.0024306729901582,29.8132610321045,0.140233770012856,0.309946537017822,3.21278738975525,-3779.70361328125,0,0.00184358225669712,0.253896713256836,1,"Craugastor omoaensis","Leptodactylus_fragilis",1,"generalist","",NA,43,"",NA,0
"525",-91.0595638729999,18.9786470350001,0.00836923345923424,0.0024306729901582,29.8132610321045,0.140233770012856,0.309946537017822,3.21278738975525,-3779.70361328125,0,0.00184358225669712,0.253896713256836,1,"Craugastor omoaensis","Leptodactylus_melanonotus",1,"generalist","",NA,58,"",NA,0
"526",-91.0595638729999,18.9786470350001,0.00836923345923424,0.0024306729901582,29.8132610321045,0.140233770012856,0.309946537017822,3.21278738975525,-3779.70361328125,0,0.00184358225669712,0.253896713256836,1,"Craugastor omoaensis","Lithobates_brownorum",1,"generalist","specialist",NA,NA,"",NA,0
"527",-91.0595638729999,18.9786470350001,0.00836923345923424,0.0024306729901582,29.8132610321045,0.140233770012856,0.309946537017822,3.21278738975525,-3779.70361328125,0,0.00184358225669712,0.253896713256836,1,"Craugastor omoaensis","Lithobates_vaillanti",1,NA,NA,NA,NA,NA,NA,NA
"528",-91.0595638729999,18.9786470350001,0.00836923345923424,0.0024306729901582,29.8132610321045,0.140233770012856,0.309946537017822,3.21278738975525,-3779.70361328125,0,0.00184358225669712,0.253896713256836,1,"Craugastor omoaensis","Rhinella_horribilis",1,"generalist","specialist",106.25,241,"",NA,0
"529",-91.0595638729999,18.9786470350001,0.00836923345923424,0.0024306729901582,29.8132610321045,0.140233770012856,0.309946537017822,3.21278738975525,-3779.70361328125,0,0.00184358225669712,0.253896713256836,1,"Craugastor omoaensis","Rhinophrynus_dorsalis",1,"specialist","specialist",90,89,"carnivore",NA,0
"530",-91.0595638729999,18.9786470350001,0.00836923345923424,0.0024306729901582,29.8132610321045,0.140233770012856,0.309946537017822,3.21278738975525,-3779.70361328125,0,0.00184358225669712,0.253896713256836,1,"Craugastor omoaensis","Scinax_staufferi",1,"generalist","",29,32,"",NA,0
"531",-91.0595638729999,18.9786470350001,0.00836923345923424,0.0024306729901582,29.8132610321045,0.140233770012856,0.309946537017822,3.21278738975525,-3779.70361328125,0,0.00184358225669712,0.253896713256836,1,"Craugastor omoaensis","Smilisca_baudinii",1,"generalist","",NA,90,"",NA,0
"532",-91.0595638729999,18.9786470350001,0.00836923345923424,0.0024306729901582,29.8132610321045,0.140233770012856,0.309946537017822,3.21278738975525,-3779.70361328125,0,0.00184358225669712,0.253896713256836,1,"Craugastor omoaensis","Tlalocohyla_loquax",1,"generalist","",NA,77,"",NA,0
"533",-91.0595638729999,18.9786470350001,0.00836923345923424,0.0024306729901582,29.8132610321045,0.140233770012856,0.309946537017822,3.21278738975525,-3779.70361328125,0,0.00184358225669712,0.253896713256836,1,"Craugastor omoaensis","Trachycephalus_vermiculatus",1,"generalist","specialist",56.9,105,"",NA,0
"534",-90.0595638729999,18.9786470350001,0.0341064855456352,0.00074136012699455,120.239433288574,0.199675604701042,0.802153944969177,3.89147257804871,-42.4649238586426,3.46356646332424e-05,0.030135503038764,0.912333786487579,1,"Craugastor omoaensis","Agalychnis_callidryas",1,"generalist","",12,77.2,"",NA,0
"535",-90.0595638729999,18.9786470350001,0.0341064855456352,0.00074136012699455,120.239433288574,0.199675604701042,0.802153944969177,3.89147257804871,-42.4649238586426,3.46356646332424e-05,0.030135503038764,0.912333786487579,1,"Craugastor omoaensis","Dendropsophus_microcephalus",1,"generalist","",28,32,"",NA,0
"536",-90.0595638729999,18.9786470350001,0.0341064855456352,0.00074136012699455,120.239433288574,0.199675604701042,0.802153944969177,3.89147257804871,-42.4649238586426,3.46356646332424e-05,0.030135503038764,0.912333786487579,1,"Craugastor omoaensis","Hypopachus_variolosus",1,"generalist","specialist",NA,53,"carnivore",NA,0
"537",-90.0595638729999,18.9786470350001,0.0341064855456352,0.00074136012699455,120.239433288574,0.199675604701042,0.802153944969177,3.89147257804871,-42.4649238586426,3.46356646332424e-05,0.030135503038764,0.912333786487579,1,"Craugastor omoaensis","Incilius_valliceps",1,"specialist","",60,125,"",NA,0
"538",-90.0595638729999,18.9786470350001,0.0341064855456352,0.00074136012699455,120.239433288574,0.199675604701042,0.802153944969177,3.89147257804871,-42.4649238586426,3.46356646332424e-05,0.030135503038764,0.912333786487579,1,"Craugastor omoaensis","Leptodactylus_fragilis",1,"generalist","",NA,43,"",NA,0
"539",-90.0595638729999,18.9786470350001,0.0341064855456352,0.00074136012699455,120.239433288574,0.199675604701042,0.802153944969177,3.89147257804871,-42.4649238586426,3.46356646332424e-05,0.030135503038764,0.912333786487579,1,"Craugastor omoaensis","Leptodactylus_melanonotus",1,"generalist","",NA,58,"",NA,0
"540",-90.0595638729999,18.9786470350001,0.0341064855456352,0.00074136012699455,120.239433288574,0.199675604701042,0.802153944969177,3.89147257804871,-42.4649238586426,3.46356646332424e-05,0.030135503038764,0.912333786487579,1,"Craugastor omoaensis","Lithobates_brownorum",1,"generalist","specialist",NA,NA,"",NA,0
"541",-90.0595638729999,18.9786470350001,0.0341064855456352,0.00074136012699455,120.239433288574,0.199675604701042,0.802153944969177,3.89147257804871,-42.4649238586426,3.46356646332424e-05,0.030135503038764,0.912333786487579,1,"Craugastor omoaensis","Rhinella_horribilis",1,"generalist","specialist",106.25,241,"",NA,0
"542",-90.0595638729999,18.9786470350001,0.0341064855456352,0.00074136012699455,120.239433288574,0.199675604701042,0.802153944969177,3.89147257804871,-42.4649238586426,3.46356646332424e-05,0.030135503038764,0.912333786487579,1,"Craugastor omoaensis","Rhinophrynus_dorsalis",1,"specialist","specialist",90,89,"carnivore",NA,0
"543",-90.0595638729999,18.9786470350001,0.0341064855456352,0.00074136012699455,120.239433288574,0.199675604701042,0.802153944969177,3.89147257804871,-42.4649238586426,3.46356646332424e-05,0.030135503038764,0.912333786487579,1,"Craugastor omoaensis","Scinax_staufferi",1,"generalist","",29,32,"",NA,0
"544",-90.0595638729999,18.9786470350001,0.0341064855456352,0.00074136012699455,120.239433288574,0.199675604701042,0.802153944969177,3.89147257804871,-42.4649238586426,3.46356646332424e-05,0.030135503038764,0.912333786487579,1,"Craugastor omoaensis","Smilisca_baudinii",1,"generalist","",NA,90,"",NA,0
