dataset_id,dataset_title,authordisplay,citation,taxogroup,url,doi,doi_mol
2a102d56-91dc-457e-b945-bf6e889b62da,New World Amphibian Inventories,Cantú-Salazar & Gaston (2013),"Cantú-Salazar, L. & Gaston, K. J. (2013). Species richness and representation in protected areas of the Western hemisphere: discrepancies between checklists and range maps. Diversity and Distributions 19: 782-793.",Amphibians,http://onlinelibrary.wiley.com/doi/10.1111/ddi.12034/abstract,,
